Symbol,Year,Month,Day,dayOfWeek,closeDay0,highDay0,openDay0,lowDay0,volumeDay0,closeDay260,highDay260,openDay260,lowDay260,volumeDay260,Sector,Industry,exactDateFounded,IPODATE,markReturn6mo,markReturn3mo
ANCB,2011,1,26,2,10.0,10.5,9.66,10.5,484413.0,8.57,8.57,8.15,8.15,8163.0,Finance,Banks,"September,2008",2011-01-26,0.15799862100102888,0.0890152472576547
ANDE,1996,2,20,1,5.1667,5.875,4.9793,5.1667,704100.0,3.0627,3.0833,3.0417,3.0833,87300.0,Consumer Services,Farming/Seeds/Milling,1947,1996-02-20,0.1610255997490834,0.08566642703238335
ANDX,2011,4,20,2,23.5,23.82,23.0,23.25,9940036.0,34.58,35.64,34.28,35.14,17431.0,Energy,Natural Gas Distribution,"December,3,2010",2011-04-20,0.11411761134381364,0.025276104154410468
ANET,2014,6,6,4,55.0,60.0,55.0,55.37,7255086.0,77.09,77.9,73.5,73.6,1422989.0,Technology,Computer Communications Equipment,"October,2004",2014-06-06,0.07499348934426624,0.033792710106180616
ANF,1996,9,26,3,11.563,11.625,10.625,11.563,13872600.0,12.625,12.75,12.563,12.57,319600.0,Consumer Services,Clothing/Shoe/Accessory Stores,1892,1996-09-26,0.050323977917904404,0.03227020570553163
ANFI,2012,10,10,2,9.58,10.24,9.35,10.0,9235073.0,14.03,14.18,13.12,13.75,265965.0,Consumer Non-Durables,Packaged Foods,1915,2012-10-10,0.06101179659338111,0.0745525520136729
ANGI,2011,11,17,3,16.26,18.75,15.02,18.0,6507703.0,10.16,10.22,9.86,10.01,237146.0,Consumer Services,Advertising,"April,13,2017",2011-11-17,-0.06927865554196545,0.03603348633744795
ANGO,2004,5,27,3,12.5,13.43,11.3,11.54,1601979.0,20.21,20.47,19.27,20.14,60623.0,Health Care,Medical/Dental Instruments,1988,2004-05-27,0.05361934686496614,-0.02620224774685831
ANH,1998,3,12,3,8.938,8.938,8.5,8.938,364800.0,4.625,4.75,4.625,4.75,0.0,Consumer Services,Real Estate Investment Trusts,"October,20,1997",1998-03-12,0.15646545849763177,0.12070606392612915
ANIP,1999,9,13,0,108.0,108.0,108.0,108.0,13.0,370.8,371.16,356.4,370.8,46.0,Health Care,Major Pharmaceuticals,"August,29,1996",1999-09-13,0.033964187753301546,0.044559531823560664
ANSS,1996,6,20,3,2.969,3.125,2.9375,2.969,12638800.0,2.0315,2.0625,1.969,1.97,80800.0,Technology,Computer Software: Prepackaged Software,1970,1996-06-20,0.09245142968864657,0.018431400756784126
ANTH,2010,3,1,0,448.64,472.96,441.6,469.12,10332.0,348.16,362.24,341.76,362.24,1384.0,Health Care,Major Pharmaceuticals,"September,9,2004",2010-03-01,0.10665906632060262,-0.003940980083073337
ANTM,2001,10,30,1,20.45,20.45,20.175,20.25,45387000.0,32.79,33.71,32.455,33.71,2492600.0,Health Care,Medical Specialities,"November,30,2004",2001-10-30,-0.13698711240090444,-0.10478860347397519
ANTX,2015,5,7,3,50.8905,51.875,50.25,51.3,12171836.0,45.91,46.42,45.7132,46.07,142381.0,Health Care,Medical Specialities,"November,30,2004",2015-05-07,0.023736100513478457,0.016323476488847608
ANW,2006,12,8,4,16.02,16.5,14.53,15.0,7333100.0,42.39,42.55,41.55,42.26,176500.0,Energy,Oil Refining/Marketing,"June,6,2005",2006-12-08,0.1187347300519177,0.08343084366303775
ANY,2013,8,12,0,26.25,28.0,23.375,23.375,3400.0,165.5,175.0,163.75,172.0,1758.0,Technology,EDP Services,"May,2,2007",2013-08-12,0.1131937530222731,0.035286499155250166
AOSL,2010,4,29,3,17.7,18.44,17.06,18.11,3798927.0,13.76,13.92,13.49,13.63,134507.0,Technology,Semiconductors,"September,27,2000",2010-04-29,0.117483188152203,0.10940802030841149
APAM,2013,3,7,3,38.83,39.5,35.14,35.2,8054679.0,64.05,66.52,63.97,65.95,201090.0,Finance,Investment Managers,1994,2013-03-07,0.07200672765371463,0.08701264346750735
APEI,2007,11,9,4,35.92,38.36,29.23,35.0,2997127.0,46.02,46.94,44.4,44.4,81862.0,Consumer Services,Other Consumer Services,1991,2007-11-09,-0.024996983711233628,0.014919966568414409
APLE,2015,5,18,0,18.0,18.0,17.03,18.0,2197490.0,19.02,19.07,18.8,18.89,462580.0,Consumer Services,Real Estate Investment Trusts,"November,8,2007",2015-05-18,0.03456961202488335,0.01097788690589351
APO,2011,3,30,2,18.2,19.0,18.15,18.7,30086905.0,14.25,14.49,14.01,14.22,155165.0,Finance,Investment Managers,1990,2011-03-30,0.15618646850741974,0.04893943483040943
APPF,2015,6,26,4,14.08,14.87,12.11,12.22,3529122.0,13.98,14.48,13.555,14.18,246603.0,Technology,Computer Software: Prepackaged Software,2006,2015-06-26,0.006482302472695668,0.022449801056519895
APPS,2006,6,30,4,2.0,2.0,1.8,1.8,3500.0,15.0,15.0,12.5,13.75,1800.0,Miscellaneous,Multi-Sector Companies,"November,6,1998",2006-06-30,0.01969090138149922,-0.02105749269972121
APTI,2016,9,23,4,22.55,24.6,22.5,23.4,6612306.0,17.42,17.71,17.36,17.62,177523.0,Technology,Computer Software: Prepackaged Software,"October,01,2007",2016-09-23,0.0689690596094824,0.030217790592802187
APTS,2011,4,1,4,9.85,10.0,9.19,10.0,149189.0,7.958,8.118,7.958,8.02,6484.0,Consumer Services,Real Estate Investment Trusts,"September,18,2009",2011-04-01,0.15667745616133252,0.04242568905993276
APTV,2011,11,17,3,17.8657,18.3598,17.7987,17.7987,20962021.0,26.5347,27.2215,26.2834,26.6268,2105176.0,Capital Goods,Auto Parts:O.E.M.,"May,19,2011",2011-11-17,-0.06927865554196545,0.03603348633744795
APVO,2016,7,20,2,8.0,8.0,8.0,8.0,600.0,1.72,1.799,1.72,1.76,101583.0,Health Care,Major Pharmaceuticals,"February,22,2016",2016-07-20,0.16374182121402495,0.029195267220426806
APWC,1997,3,26,2,12.0,12.25,11.875,12.0,861300.0,8.5,8.5,8.5,8.5,900.0,Basic Industries,Telecommunications Equipment,"September,19,1996",1997-03-26,0.15048264103022746,0.043991955330360794
AQN,2009,9,8,1,3.22,3.3078,3.22,3.3078,5600.0,4.0895,4.0895,3.392,3.392,650.0,Public Utilities,Electric Utilities: Central,"August,1,1988",2009-09-08,0.5023723713645322,0.08226676380576427
AQXP,2014,3,7,4,11.95,12.57,11.26,11.8,2104040.0,10.49,10.5,10.03,10.2599,14929.0,Health Care,Major Pharmaceuticals,"December,26,2003",2014-03-07,0.12282038939591583,0.03796791274190442
AR,2013,10,10,3,52.01,55.02,51.56,54.15,29240916.0,47.8,49.54,47.69,49.16,1294971.0,Energy,Oil & Gas Production,"June,2002",2013-10-10,0.04325045491994731,0.002287294906296325
ARA,2016,4,21,3,26.5,27.4,26.0,26.5,4996106.0,17.48,17.87,16.89,16.91,72582.0,Health Care,Hospital/Nursing Management,1999,2016-04-21,0.04133850602775619,0.12488558704378344
ARC,2005,2,4,4,13.75,14.6,13.0,13.05,7476300.0,26.86,27.45,26.8,27.25,99700.0,Consumer Services,Professional Services,1988,2005-02-04,0.08306710117148078,0.024292587082028173
ARCO,2011,4,14,3,21.2,22.0,20.8,21.0,63777574.0,18.63,18.68,18.215,18.35,706591.0,Consumer Services,Restaurants,"August,3,2007",2011-04-14,0.11978085769206931,0.016369772126730967
ARDM,1996,6,20,3,1950.0,2225.0,1903.2,1950.0,10848.0,1200.0,1225.0,1175.0,1200.0,44.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1991,1996-06-20,0.09245142968864657,0.018431400756784126
ARDX,2014,6,19,3,14.11,14.88,14.09,14.5,1557528.0,16.36,17.01,16.21,16.46,122898.0,Health Care,Major Pharmaceuticals,"October,17,2007",2014-06-19,0.08144341670599976,0.05170438040577224
ARE,1997,5,28,2,21.0,21.375,20.625,21.0,1862700.0,30.563,30.875,30.5,30.875,14100.0,Consumer Services,Real Estate Investment Trusts,"June,1994",1997-05-28,0.12244062250665483,0.07446702676086177
ARES,2014,5,2,4,18.6,18.75,18.0,18.21,7698177.0,18.01,18.36,17.96,18.14,5353.0,Finance,Investment Managers,"November,15,2013",2014-05-02,0.06547204724363236,0.0814001101505351
AREX,2007,11,8,3,12.59,13.42,12.1,12.15,1969703.0,11.2,11.61,10.98,11.61,72120.0,Energy,Oil & Gas Production,"September,2002",2007-11-08,-0.021290409498898977,-0.014604434927651561
ARGS,2014,2,7,4,160.0,198.2,160.0,178.0,121891.0,165.0,172.0,162.6,171.4,599.0,Health Care,Major Pharmaceuticals,"May,8,1997",2014-02-07,0.04880213486419045,0.01504165579924281
ARI,2009,9,24,3,18.5,19.2,18.5,19.05,5842710.0,16.13,16.35,16.11,16.21,389958.0,Consumer Services,Real Estate Investment Trusts,"June,29,2009",2009-09-24,0.316019949316561,0.1775145872559727
ARII,2006,1,20,4,22.955,23.25,22.01,23.05,9146329.0,28.6,29.5656,28.52,29.5,115491.0,Capital Goods,Railroads,1988,2006-01-20,0.04034981368266738,0.09105110017704236
ARL,2000,8,3,3,10.125,10.188,10.0,10.0,2900.0,10.6,10.75,10.6,10.75,1100.0,Finance,Real Estate,"November,1999",2000-08-03,0.009635277059189672,0.016677249659456515
ARLP,1999,8,17,1,4.7031,4.7656,4.4688,4.5469,13010400.0,3.7815,3.875,3.719,3.815,220400.0,Energy,Coal Mining,"May,1999",1999-08-17,0.08720373494079237,-0.006509918526228955
ARLZ,2000,10,11,2,15.25,15.813,14.813,15.03,6714400.0,5.5,5.5,4.81,4.82,46500.0,Health Care,Major Pharmaceuticals,"December,2,2015",2000-10-11,-0.07568353039531246,-0.06338122267981462
ARMK,2013,12,12,3,22.7,23.42,20.1,20.25,17190810.0,28.56,28.98,28.38,28.94,1968552.0,Consumer Services,Restaurants,1959,2013-12-12,0.10523897323222428,0.05869000260105143
ARNA,2000,7,28,4,250.0,260.0,210.0,240.0,669900.0,252.89,252.89,237.6,237.6,59540.0,Health Care,Major Pharmaceuticals,"April,14,1997",2000-07-28,0.06577164354888085,-0.0019347290332986029
ARNC,2016,10,20,3,19.67,20.0,16.81,16.81,2521.0,26.68,26.69,26.33,26.65,2878234.0,Capital Goods,Metal Fabrications,"November,1,2016",2016-10-20,0.019924913748355384,-0.013221222174910036
ARQL,1996,10,16,2,13.25,14.25,12.25,13.25,1689000.0,26.0,27.0,25.0,27.0,148500.0,Health Care,Major Pharmaceuticals,1993,1996-10-16,0.08925582530886628,0.1180833152181198
ARR,2007,12,3,0,72.8,73.2,72.24,73.2,51950.0,73.28,73.28,72.08,72.08,0.0,Consumer Services,Real Estate Investment Trusts,"February,5,2008",2007-12-03,-0.03770841424469245,-0.0055592304739918086
ARRY,2000,11,17,4,8.75,9.313,7.875,8.75,3980300.0,11.46,12.4,11.35,12.4,177800.0,Health Care,Major Pharmaceuticals,1998,2000-11-17,-0.052134341755380814,-0.08271672077027988
ASC,2013,8,1,3,13.5,13.7,13.29,13.5,3359601.0,13.13,13.2,12.97,13.06,183566.0,Transportation,Marine Transportation,"May,14,2013",2013-08-01,0.11403869460270255,0.06509763851359741
ASCMA,2008,9,17,2,33.95,33.95,25.0,25.0,13.0,26.0,26.97,25.74,26.97,583572.0,Consumer Services,Other Consumer Services,"May,29,2008",2008-09-17,-0.04934983644432868,-0.10165595009731342
ASIX,2016,9,15,3,16.64,17.81,12.0,12.0,4041.0,36.19,36.25,34.5,34.5,239000.0,Basic Industries,Major Chemicals,"May,4,2016",2016-09-15,0.05448600045329864,0.02619841638003862
ASMB,2010,12,17,4,31.5,38.55,31.25,38.55,39090.0,37.3,40.3,36.05,38.6,5850.0,Health Care,Major Pharmaceuticals,"October,7,2005",2010-12-17,0.11364283682978583,0.10419427398804425
ASND,2015,1,28,2,18.83,21.97,18.54,21.5,3507107.0,18.08,18.83,17.83,18.52,30119.0,Health Care,Major Pharmaceuticals,"September,2006",2015-01-28,0.02558985187491314,0.022417570794384046
ASPN,2014,6,13,4,10.75,11.12,10.53,11.0,3337279.0,6.48,6.62,6.4,6.62,20086.0,Consumer Services,RETAIL: Building Materials,"May,4,2001",2014-06-13,0.08718993969850697,0.04537085319172611
ASPS,2009,8,7,4,15.0192,16.8965,9.8563,11.2644,77470.0,26.4525,26.6496,25.9221,26.3023,79883.0,Consumer Services,Other Consumer Services,"November,4,1999",2009-08-07,0.14621388945682928,0.09884393810103373
ASPU,2012,3,29,3,39.36,42.0,39.36,42.0,33.0,6.0,6.0,6.0,6.0,159.0,Consumer Services,Other Consumer Services,1987,2012-03-29,0.21125474792386323,0.11284066549011952
ASR,2000,9,28,3,15.188,15.375,15.0,15.25,5723600.0,8.9,8.9,8.75,8.8,62300.0,Transportation,Aerospace,1996,2000-09-28,-0.05382928988017803,-0.019418210529804577
ASRVP,1998,4,28,1,25.0,25.25,24.7969,25.0,7700.0,25.125,25.125,25.125,25.125,300.0,Finance,Major Banks,"January,1983",1998-04-28,0.17865169804000242,0.11159537437623734
AT,2010,7,23,4,12.48,12.87,12.1,12.3,143694.0,16.25,16.31,16.13,16.29,182955.0,Energy,Electric Utilities: Central,"June,18,2004",2010-07-23,-0.002835559791835609,-0.10154605544868922
ATAI,2008,1,29,1,8.75,9.99,8.57,9.99,1489121.0,3.46,3.75,3.1,3.57,40748.0,Consumer Services,Other Consumer Services,1999,2008-01-29,-0.08138222175069618,-0.12136434081016449
ATEC,2006,6,2,4,107.76,108.0,101.28,108.0,357877.0,43.8,44.52,43.2,44.4,1731.0,Health Care,Medical/Dental Instruments,"March,4,2005",2006-06-02,0.01630727353166656,-0.002660730154957538
ATEN,2014,3,21,4,16.21,16.5,13.58,13.9,12704154.0,4.45,4.45,4.27,4.27,174122.0,Technology,Computer Communications Equipment,2004,2014-03-21,0.0999918014402065,0.024081105348725675
ATH,2016,12,9,4,44.05,45.89,43.25,43.56,14170789.0,51.5,51.64,47.81,48.05,3193950.0,Finance,Life Insurance,"May,2009",2016-12-09,0.06178737787371411,0.055634610022821385
ATHM,2013,12,11,2,30.07,31.44,26.0,30.16,9782249.0,36.22,37.8099,35.82,36.71,851925.0,Technology,EDP Services,"June,2008",2013-12-11,0.10853375173228773,0.06718842830706133
ATHN,2007,9,20,3,35.5,38.74,26.63,30.0,9299906.0,35.02,35.02,32.36,33.25,586174.0,Miscellaneous,Business Services,"August,21,1997",2007-09-20,0.0836960415004819,0.010701768754359756
ATHX,2007,6,12,1,5.25,5.25,5.25,5.25,500.0,3.0,3.0,2.8,2.9,1337.0,Health Care,Major Pharmaceuticals,"October,24,1995",2007-06-12,0.06911497384010032,0.07288498600218157
ATKR,2016,6,10,4,16.0,16.47,15.75,15.75,6091428.0,21.8,22.29,21.57,22.26,418104.0,Miscellaneous,Industrial Machinery/Components,"November,4,2010",2016-06-10,0.0308201325397035,0.06328505032684795
ATLC,1999,4,23,4,14.375,16.0,12.125,12.625,3096600.0,34.5,35.875,32.125,35.5,0.0,Finance,Finance: Consumer Services,"August,1996",1999-04-23,0.26913044216866877,0.10116855037866153
ATLO,1997,8,11,0,6.688,6.688,6.688,6.688,2400.0,13.833,13.833,13.833,13.833,0.0,Finance,Major Banks,"January,21,1975",1997-08-11,0.18230973831464622,0.11446172427564377
ATOM,2016,8,5,4,8.08,8.7,7.86,8.13,139996.0,4.91,4.96,4.9,4.96,3882.0,Technology,Semiconductors,"April,26,2001",2016-08-05,0.15116616249073947,0.05540742292883522
ATRA,2014,10,16,3,10.65,11.25,9.66,10.0,1416103.0,29.38,29.66,27.2,28.85,815395.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"August,22,2012",2014-10-16,9.661744551864166e-05,-0.06009374348742603
ATRC,2005,8,5,4,14.08,15.45,12.03,12.1,3084867.0,6.4,6.47,5.81,6.16,16114.0,Health Care,Medical/Dental Instruments,"October,31,2000",2005-08-05,0.028409292914107282,0.05392150994385388
ATRS,1996,10,3,3,26.25,30.0,26.25,26.25,143340.0,15.47,16.25,15.47,15.47,420.0,Health Care,Medical/Dental Instruments,1979,1996-10-03,0.05813564157917159,0.032138585019228255
ATSG,2003,7,23,2,0.6,0.65,0.3,0.6,12557200.0,6.16,6.74,5.92,6.16,418831.0,Transportation,Air Freight/Delivery Services,"April,16,1980",2003-07-23,0.11356408529568937,0.07517786811167848
ATTO,2014,10,2,3,12.96,14.0,12.75,13.75,6995071.0,10.21,10.55,9.98,10.53,38632.0,Public Utilities,Telecommunications Equipment,1999,2014-10-02,0.029224183749613386,-0.014412879950509662
ATV,2007,5,3,3,143.3333,151.4333,123.3333,132.6667,1137360.0,46.6667,46.9333,45.6667,45.8,7052.0,Consumer Services,Other Specialty Stores,1998,2007-05-03,0.09647437543540617,0.0338150602569214
AUDC,1999,5,28,4,8.5312,9.2188,7.4375,8.5312,7882400.0,37.0312,37.5625,35.0,35.0,387400.0,Public Utilities,Telecommunications Equipment,1992,1999-05-28,0.10121776578693195,0.036605292800966326
AUO,2002,5,23,3,8.9499,9.0092,8.6431,8.7899,11077411.0,3.7668,3.8087,3.6273,3.6971,455329.0,Technology,Semiconductors,"August,12,1996",2002-05-23,-0.05591385868541537,-0.021100955487354224
AUY,2000,1,3,0,6.97,6.97,6.97,6.97,0.0,3.204,4.736,2.786,3.2,0.0,Basic Industries,Precious Metals,"July,31,2003",2000-01-03,0.058445959404225256,0.12620728767077657
AVAL,2014,9,23,1,13.58,13.76,13.49,13.51,24245820.0,7.41,7.47,7.28,7.46,497748.0,Finance,Commercial Banks,"January,7,1994",2014-09-23,0.07367672817062505,0.016141797885157835
AVAV,2007,1,23,1,23.93,26.22,22.6,25.5,6808051.0,22.8,23.22,20.26,21.34,172072.0,Capital Goods,Aerospace,"July,1971",2007-01-23,0.128510292249047,0.03335458525596451
AVEO,2010,3,12,4,8.99,9.0,8.16,8.45,2692762.0,13.91,14.24,13.35,14.02,237729.0,Health Care,Major Pharmaceuticals,"October,19,2001",2010-03-12,0.0961557052057812,0.032429477661858955
AVGO,2009,8,6,3,16.18,16.91,15.56,16.5,24196884.0,22.74,22.75,22.11,22.11,463831.0,Technology,Semiconductors,1961,2009-08-06,0.15440939314638277,0.09047006487636056
AVGR,2015,1,30,4,540.0,550.0,520.0,526.0,67470.0,580.0,603.6,570.4,579.2,4436.0,Health Care,Medical/Dental Instruments,"March,8,2007",2015-01-30,0.025978800299625505,0.01333566052207648
AVH,2013,11,6,2,14.0,14.73,13.78,14.0,13944367.0,14.41,14.88,14.4,14.88,53397.0,Transportation,Air Freight/Delivery Services,"October,5,2009",2013-11-06,0.08993506689528594,0.038648011791564886
AVXL,2006,8,2,2,8.0,8.0,8.0,8.0,500.0,14.96,14.96,14.96,14.96,175.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"January,23,2004",2006-08-02,6.301196622212813e-05,-0.03220346955181237
AVXS,2016,2,11,3,18.05,18.505,16.11,18.02,1164206.0,59.14,59.19,56.57,57.38,238084.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2010,2016-02-11,-0.11142143756741024,-0.1075373564570783
AWI,2006,10,12,3,35.4453,36.3986,33.7987,34.752,169852.0,34.8646,35.2979,34.492,34.518,99234.0,Consumer Non-Durables,Plastic Products,1860,2006-10-12,0.04800015238414375,0.07258062717140114
AWK,2008,4,23,2,20.6,21.45,20.22,20.6,23400575.0,18.1,18.61,18.01,18.61,370955.0,Public Utilities,Water Supply,1886,2008-04-23,-0.09453209592399266,0.027894790453711085
AWRE,1996,8,9,4,14.75,15.0,10.75,14.75,1492000.0,10.125,10.25,9.875,10.25,251600.0,Technology,Computer Software: Prepackaged Software,"March,1986",1996-08-09,0.009476410842288324,0.026571059043740318
AXL,1999,1,29,4,16.563,17.375,16.313,16.563,7079600.0,16.125,16.375,16.125,16.25,4900.0,Capital Goods,Auto Parts:O.E.M.,"March,1,1994",1999-01-29,0.12456344952981865,0.16524079133186503
AXS,2003,7,1,1,25.55,26.4,25.0,25.5,11648400.0,27.9,28.03,27.75,28.0,149800.0,Finance,Property-Casualty Insurers,"December,9,2002",2003-07-01,0.07202179091241388,0.13514586498324677
AXSM,2015,11,19,3,8.74,9.4399,8.32,9.0,532318.0,7.65,7.75,7.35,7.35,16669.0,Health Care,Major Pharmaceuticals,"January,12,2012",2015-11-19,-0.020795833490140428,0.0019089975995772758
AXTA,2014,11,12,2,20.75,20.94,20.11,20.94,24860672.0,28.1,28.5,27.8,28.26,863437.0,Basic Industries,Paints/Coatings,1866,2014-11-12,0.0754119249496552,0.054779601143341954
AXTI,1998,5,21,3,10.625,11.5,10.438,10.625,3224000.0,26.5,26.625,24.625,24.75,109300.0,Technology,Semiconductors,"December,1986",1998-05-21,0.1619475099825613,0.07794713892491255
AY,2014,6,13,4,37.0,38.28,35.0,35.16,15448766.0,35.51,36.04,35.26,35.6801,301136.0,Public Utilities,Electric Utilities: Central,"December,17,2013",2014-06-13,0.08718993969850697,0.04537085319172611
AYI,2001,11,28,2,10.3246,10.4079,10.1914,10.4079,8046.0,11.6569,11.7401,11.2822,11.4071,107130.0,Consumer Durables,Building Products,2001,2001-11-28,-0.093404248416007,-0.010339996784055642
AYR,2006,8,8,1,26.6,27.99,26.35,27.45,5475000.0,31.74,32.02,31.41,31.87,462900.0,Technology,Diversified Commercial Services,"October,29,2004",2006-08-08,0.007995887426994355,-0.03690759393878238
AYTU,2008,9,24,2,934.9632,934.9632,584.352,730.44,0.0,1460.88,1460.88,1460.88,1460.88,0.0,Health Care,Major Pharmaceuticals,"August,9,2002",2008-09-24,-0.11975881826156966,-0.09592256245760061
AYX,2017,3,24,4,15.5,17.5,15.03,17.25,8660540.0,35.32,37.035,35.2701,36.75,365602.0,Technology,Computer Software: Prepackaged Software,"March,1997",2017-03-24,0.09312699976087621,0.03397274518977693
AZRE,2016,10,12,2,14.6,16.39,14.5,16.12,3218415.0,14.6,14.92,14.6,14.92,2092.0,Public Utilities,Electric Utilities: Central,2008,2016-10-12,0.036382249205280645,-0.007160274368091806
AZRX,2016,10,11,1,4.98,5.59,4.87,5.06,115825.0,3.58,3.69,3.54,3.56,40320.0,Health Care,Major Pharmaceuticals,"January,30,2014",2016-10-11,0.05958399524820149,0.012399633667957268
BABA,2014,9,19,4,93.89,99.7,89.95,92.7,271879435.0,65.75,65.75,64.01,65.4,20117918.0,Miscellaneous,Business Services,"June,28,1999",2014-09-19,0.08092884356458403,0.026476414865132573
BABY,2001,7,20,4,14.45,15.35,11.49,14.45,3390900.0,3.92,3.92,3.7,3.7,5800.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"May,26,1987",2001-07-20,-0.09522674998729665,-0.022494297073840076
BAH,2010,11,17,2,19.25,19.57,17.16,17.26,7376101.0,15.41,15.69,15.38,15.62,190999.0,Consumer Services,Professional Services,1914,2010-11-17,0.03641355440715359,0.07853252392602174
BAK,1999,1,13,2,2.3125,2.3125,2.25,2.25,18000.0,7.6875,7.6875,7.6875,7.6875,600.0,Basic Industries,Major Chemicals,"January,12,1972",1999-01-13,0.06378365081806255,0.24598916865244644
BANC,2002,8,23,4,14.23,14.52,14.03,14.05,2819000.0,21.35,21.35,21.35,21.35,400.0,Finance,Major Banks,"March,25,2002",2002-08-23,-0.13225713600700492,-0.12248874214320041
BANFP,2004,2,27,4,25.7,25.75,25.7,25.7,1400.0,26.52,26.52,26.52,26.52,700.0,Finance,Major Banks,"July,1984",2004-02-27,0.14859705596707007,0.08194111416447124
BAS,2005,12,9,4,12257.0102,12542.057,12023.2719,12542.057,13181.0,14115.5151,14389.1599,14098.4123,14263.7394,118.0,Energy,Oilfield Services/Equipment,1992,2005-12-09,0.04572282285691866,0.01156682796136636
BASI,1997,11,25,1,8.25,8.5,8.125,8.25,119900.0,4.625,4.875,4.625,4.63,11500.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,1974,1997-11-25,0.1141094707961679,0.028810218374344592
BBDO,2012,3,13,1,8.993,9.1068,8.9418,9.1068,101637.0,10.6038,10.6038,10.6038,10.6038,0.0,Finance,Major Banks,"March,10,1943",2012-03-13,0.16900421319356868,0.11859054413923463
BBGI,2000,2,11,4,14.125,15.5,13.875,14.125,7087300.0,12.5,12.625,12.25,12.5,121700.0,Consumer Services,Broadcasting,1961,2000-02-11,0.08825351409336218,0.025603344372850563
